Mese,Giorno,Prezzo Medio di Chiusura,STD,N,P10,P90,DOY
11,22,4464.55400390625,1044.8776073578213,5.0,3467.6060546875,5454.7798828125,327
11,23,4098.516764322917,559.9657771808141,3.0,3667.524072265625,4558.012158203125,328
11,24,4298.736572265625,578.8360955252195,3.0,3820.1958984375,4673.0359375,329
11,25,4194.195007324219,1249.9619287934559,4.0,3282.4428955078124,5398.9951171875,330
11,26,4585.590006510417,1440.5761584339289,3.0,3431.3400390625,5736.2279296875,331
11,27,4335.28759765625,1251.0526018097503,4.0,3299.045947265625,5564.247216796875,332
11,28,4259.4150390625,417.8648904489835,2.0,4023.0349609375,4495.7951171875,333
11,29,4467.36796875,1061.912395010061,5.0,3467.63994140625,5481.5359375,334
11,30,4209.134948730469,454.0622152571924,4.0,3759.1739501953125,4567.55986328125,335
12,1,4211.6724853515625,431.0362806955884,4.0,3786.685986328125,4570.1529296875,336
12,2,4295.766015625,1116.5125381331522,5.0,3335.92607421875,5459.12998046875,337
12,3,4337.0574951171875,1287.2251129950478,4.0,3265.25595703125,5596.444970703125,338
12,4,4367.037536621094,1293.1805484556,4.0,3288.6680419921877,5631.477099609376,339
12,5,4439.6400146484375,1242.7888259241843,4.0,3381.852978515625,5622.73095703125,340
12,6,4463.68994140625,1081.5445865535441,5.0,3464.049951171875,5490.82998046875,341
12,7,4224.554931640625,487.20173805699795,4.0,3764.54794921875,4656.401953125,342
12,8,4242.835021972656,486.8503665291372,4.0,3780.6280029296877,4672.1580078125,343
12,9,4292.692041015625,1127.9691960390253,5.0,3350.70400390625,5498.69013671875,344
12,10,4386.8875732421875,1279.5549925131027,4.0,3293.19404296875,5638.043115234375,345
12,11,4377.929931640625,1292.2865414411679,4.0,3298.17890625,5645.66494140625,346
12,12,4463.520080566406,1218.4604886650868,4.0,3415.1670654296877,5628.98505859375,347
12,13,4523.119970703125,1058.0020913690278,5.0,3509.139990234375,5513.48984375,348
12,14,4249.1124267578125,515.0660331314083,4.0,3751.839013671875,4693.91181640625,349
12,15,4254.8525390625,537.1055146563156,4.0,3754.95908203125,4716.38798828125,350
12,16,4297.54599609375,1125.9562237128553,5.0,3395.337939453125,5511.916015625,351
12,17,4396.5625,1250.3584826182255,4.0,3351.5080078125,5621.618945312501,352
12,18,4378.3175048828125,1185.9754895710932,4.0,3346.6208984375,5532.680126953125,353
12,19,4414.620056152344,1162.3863456374945,4.0,3389.0570556640623,5537.46708984375,354
12,20,4448.012060546875,1021.428581173261,5.0,3461.380029296875,5437.85009765625,355
12,21,4242.3349609375,532.9418038220205,4.0,3749.975927734375,4717.493994140625,356
12,22,4240.2099609375,563.6815074956075,4.0,3727.798974609375,4737.208935546875,357
12,23,4291.739990234375,1086.3352167214625,5.0,3410.410009765625,5474.75791015625,358
12,24,4322.159993489583,1506.9363476910985,3.0,3319.31591796875,5572.64404296875,359
12,26,4684.083251953125,1401.041967386138,3.0,3546.8779296875,5785.021875,361
12,27,4522.5759765625,1044.3126337966112,5.0,3475.71201171875,5498.9798828125,362
12,28,4272.070068359375,592.4309290371511,4.0,3749.71806640625,4785.45009765625,363
12,29,4284.802551269531,575.7187631497061,4.0,3763.7120361328125,4786.091064453125,364
12,30,4295.7,1061.7909241630673,5.0,3425.5900390625,5455.65595703125,365
12,31,4408.6650390625,1170.5747585301942,4.0,3388.367041015625,5546.994970703126,366
